fn,time,fs,spl
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_9500.wav,0.0,38400,38.11569180218742
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_9500.wav,50.0,38400,38.15264518674951
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_9600.wav,0.0,38400,37.37404993147505
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_9600.wav,50.0,38400,38.460755667326524
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_9700.wav,0.0,38400,37.77207509031314
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_9700.wav,50.0,38400,37.50959793435266
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_9800.wav,0.0,38400,38.1039676930353
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_9800.wav,50.0,38400,38.477366135626895
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_9900.wav,0.0,38400,38.170425472822416
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_9900.wav,50.0,38400,38.81015502708412
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_10000.wav,0.0,38400,30.64098465133325
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_10000.wav,50.0,38400,37.961984744983305
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_10100.wav,0.0,38400,37.002926578674675
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_10100.wav,50.0,38400,38.491899411654416
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_10200.wav,0.0,38400,37.55700729581311
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_10200.wav,50.0,38400,36.78788710970682
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_10300.wav,0.0,38400,36.081208219517144
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_10300.wav,50.0,38400,37.99527958621752
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_10400.wav,0.0,38400,36.3167078758805
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_10400.wav,50.0,38400,37.56820615943914
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_10500.wav,0.0,38400,37.36749967989533
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_10500.wav,50.0,38400,37.118137804436955
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_10600.wav,0.0,38400,36.038138696698425
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_10600.wav,50.0,38400,36.944069095919076
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_10700.wav,0.0,38400,37.05297255786164
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_10700.wav,50.0,38400,36.91409169784297
/home6/grosmaan/Documents/codes/test_aw/ml18_294b004_10800.wav,0.0,38400,37.29683531279237
